resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KANE-RI-KARI-KAME_KAKASAME,陶瓷地板砖，无釉，光滑，多色,Material,General,平方米,94.62,94.62,94.62,94.62,1,CNY,9650.88,102.0,10,10,建筑工程,地板,地板,水泥砂浆瓷砖铺装施工
KASA-RI-KARI-RIME,混凝土、水泥或马赛克瓷砖,Abstract Material,General,平方米,102.31,102.31,102.31,102.31,1,CNY,6410.47,62.6571,10,10,建筑工程,地板,地板,水泥砂浆瓷砖铺装施工
RIKA-RI-KADX-KAME_KAKAMERI,MKS-M 系列电缆钳,Material,General,吨,111300.47,111300.47,111300.47,111300.47,1,CNY,95.35,0.0008,10,10,设备安装,通信设备,通信线路,城市电缆通信线路
RITO-SA-KAME-KAVO_KAKAMESA,电焊直缝和螺旋缝钢管，强度等级K38，外径426毫米，壁厚7毫米,Material,General,米,751.75,751.75,751.75,751.75,1,CNY,38005.61,50.556,10,10,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,水力机械化法土方工程
RITO-TO-KATO-KARI_KAKALIPU,10、20、35号钢制无缝热轧带倒角钢管，外径102毫米，壁厚7毫米,Material,General,米,286.38,286.38,286.38,286.38,1,CNY,8305.12,29.0,10,10,设备安装,轧制生产设备,稠态和液态润滑系统,液体润滑系统组件
KAME-LI-MESA-KALI_KAMEPUVO,塑料膨胀钉，带金属芯，用于隔热，直径10毫米，长度200毫米,Material,General,10个,16.09,16.09,16.09,16.09,1,CNY,167.3,10.3997,10,10,建筑工程,砖砌体和砌块结构,轻质砌块与石材结构,轻质混凝土砌块砌墙、孔洞填充及框架结构
KAME-TO-KAME-KANE_MEKARISA,用于建筑结构中密封电缆穿墙孔和管道密封系统的橡胶部件接触润滑剂,Material,General,千克,1812.27,1812.27,1812.27,1812.27,1,CNY,3822.08,2.109,10,10,建筑工程,隔热工程,防火保护,其他结构的防火保护
DXME-KALI-KAVO_KARITO,电力：耗电量3.63千瓦时/小时,Electricity,Electricity,机器运行时间,2.44,2.44,2.44,2.44,1,CNY,1.72,0.707,10,10,建筑工程,桩基工程、沉井、地基加固,土壤加固,硅化与树脂化
DXME-KARI-KAPU_KATORI,电力消耗：42千瓦时/机械小时,Electricity,Electricity,机器运行时间,28.22,28.22,28.22,28.22,1,CNY,9.26,0.328,10,10,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-KALI-KAVO_KARITO,用于配制水水泥及其他砂浆的固定式砂浆搅拌机，容量为2000升,Equipment,General,台时,9.44,9.44,9.44,9.44,1,CNY,6.67,0.707,10,10,建筑工程,桩基工程、沉井、地基加固,土壤加固,硅化与树脂化
MEVO-ME-KARI-KAME_KARIKARI,平行闸阀，带30ch6br伸缩阀杆，法兰连接管道，额定压力1.0兆帕，额定直径80毫米,Material,General,件,650.86,650.86,650.86,650.86,1,CNY,65.09,0.1,10,10,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,降水
MEME-ME-KAME-KAPU_KAKARIPU,松木榫接地板，厚度27毫米，宽度（不含榫头）100-140毫米,Material,General,立方米,4441.64,4441.64,4441.64,4441.64,1,CNY,4890.25,1.101,10,10,建筑工程,地板,地板,木板和木条铺装施工
DXME-MEME-KAME_KAKATO,轮式拖挂式电缆铺设机，用于无沟槽铺设铜缆和光缆，同时铺设控制带和聚乙烯管，电缆或管道直径不超过65毫米，铺设深度不超过1.2米,Equipment,General,台时,23.97,23.97,23.97,23.97,1,CNY,309.72,12.921,10,10,设备安装,通信设备,通信线路,城际电缆通信线路
KARI-TO-KAME-KAPU_KAKAKAME,分级砂，沉积岩装饰砂,Material,General,吨,512.66,512.66,512.66,512.66,1,CNY,205.06,0.4,10,10,建筑工程,装修工程,饰面工程,人造瓷砖表面铺装
DXME-MEDX-KAVO_KARIRI,泵，流量150立方米/小时，扬程100米，功率75千瓦,Equipment,General,台时,41.6,41.6,41.6,41.6,1,CNY,425.21,10.222,10,10,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,降水
MEME-RI-MEME-KANE,层压胶合板,Abstract Material,General,立方米,6535.78,6535.78,6535.78,6535.78,1,CNY,48694.61,7.4505,10,10,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,反应堆井结构混凝土浇筑
KAME-LI-MESA-MEKA_KAKANEKA,单爪钢制安装卡扣（SO），固定直径10-14毫米,Material,General,100个,21.24,21.24,21.24,21.24,1,CNY,110.38,5.197,10,10,设备安装,通信设备,无线电通信、广播、无线电和电视,移动目标无线电通信
RISA-RI-KAME-KANE_MEKAMESA,直型青铜夹具，用于辅助固定接触线的中间锚固缆绳至铁路接触网承重缆绳，型号KS-052-8，尺寸80×60×46毫米,Material,General,件,384.5,384.5,384.5,384.5,1,CNY,2141.03,5.5683,10,10,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输现有接触网改造与大修工程,现有接触网改造与大修工程，用于组织时速超过160公里/至250公里/小时
DXME-KALI-KATO_KARIME,电力：消耗量 18.56 千瓦时/机器小时,Electricity,Electricity,机器运行时间,12.47,12.47,12.47,12.47,1,CNY,714.26,57.273,10,10,建筑工程,隧道和地铁,封闭式作业方式,支护装置
KADX-RI-KATO-KAPU,铝制角型材,Abstract Material,General,米,30636.95,93.55,50985.49,50985.49,3,CNY,7292.87,69.565,10,8,建筑工程,装修工程,饰面工程,室内表面板材饰面
DXME-MEDX-KAPU_KAKADX,三活塞钻井泵用于输送钻井液，输送量86-184立方米/小时，出口压力35-18兆帕,Equipment,General,台时,387.61,387.61,387.61,387.61,1,CNY,26873.64,69.332,10,10,建筑工程,钻孔,钻井作业,其他钻井类型
DXME-KAVO-KAME_KARIME,履带式摊铺机，摊铺宽度1.8至4.5米，摊铺速度30米/分钟，生产能力400吨/小时,Equipment,General,台时,319.9,319.9,319.9,319.9,1,CNY,1056.31,3.302,10,10,建筑工程,公路,现有基础和覆盖层的准备工作，用于黑色碎石（砾石）和沥青混凝土覆盖层（在重建时）,基础轮廓修正
DXME-KARI-KAPU_KATORI,用于钻孔桩的钻井设备，钻孔深度可达24米，直径可达1200毫米,Equipment,General,台时,247.69,247.69,247.69,247.69,1,CNY,81.24,0.328,10,10,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
MEME-ME-KATO-KASA_KAKATOPU,未刨边阔叶木（桤木）板材，天然湿度，长度4-6.5米，各种宽度，厚度25、32、40毫米，II级,Material,General,立方米,4788.56,4788.56,4788.56,4788.56,1,CNY,35.44,0.0074,10,10,设备安装,地铁和隧道设备,地铁设备,信号、集中控制和联锁设备
MEME-ME-KARI-KAME,建筑用原木,Abstract Material,General,立方米,1172.1,1172.1,1172.1,1172.1,1,CNY,16331.76,13.9337,10,10,建筑工程,木结构,木结构,墙体、隔断
MEPU-PU-KAPU-KAVO_KAKAKADX,PF-167搪瓷,Material,General,吨,19934.26,19934.26,19934.26,19934.26,1,CNY,1169.34,0.0587,10,10,建筑工程,水利工程中的防水工程,海工建筑中的防水工程,水利工程金属结构的底漆、搪瓷、清漆和油漆涂层
DXME-MEDX-KANE_KAMERI,电力：消耗量 1.32 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,0.89,0.89,0.89,0.89,1,CNY,15.95,17.99,10,10,建筑工程,桩基工程、沉井、地基加固,土壤加固,粘土溶液下沟槽的设置
RIPU-TO-KATO-MERI,聚乙烯管,Abstract Material,General,米,1419.21,1419.21,1419.21,1419.21,1,CNY,145327.44,102.4,10,10,建筑工程,农村建筑结构,温室与蔬菜储藏室,冬季玻璃温室
KAVO-TO-KAME-KARI_KAMEKAPU,平行边梁，钢材牌号09G2S、12G2S、20B-60B,Material,General,吨,9475.34,9475.34,9475.34,9475.34,1,CNY,51299.48,5.414,10,10,建筑工程,隧道和地铁,封闭式作业方式,隧道和巷道掘进
MEPU-SA-KALI-KAME_KAKAMERI,铝粉 PAP-2,Material,General,吨,66528.26,66528.26,66528.26,66528.26,1,CNY,86.49,0.0013,10,10,建筑工程,供热与燃气管道——外部管网,城镇及村庄燃气管道,燃气管道网络上的其他设备
KAVO-ME-KARI-MEME_KAKAKANE,方坯锻件，重量90千克,Material,General,吨,10502.49,10502.49,10502.49,10502.49,1,CNY,56.82,0.0054,10,10,建筑工程,桥梁与管道,各类工程,楼梯装置
PU_MEKAKA_KANENE,人员：8人-小时/机械-小时,Operator,Operators,机器运行时间,511.36,511.36,511.36,511.36,1,CNY,1537.15,3.006,10,10,建筑工程,水下建筑（潜水）工程,在海洋环境中的挖泥作业,使用挖泥船进行的疏浚作业
DXME-MEME-KAME_KAKARI,轮式拖挂式电缆铺设机，用于铺设各种长途通信电缆，铺设深度为0.9至1.2米,Equipment,General,台时,19.81,19.81,19.81,19.81,1,CNY,517.1,26.107,10,10,设备安装,通信设备,铁路运输公务通信,电缆干线通信线路
DXME-KASA-MEME_KAMERI,门式龙门起重机，起重能力16吨,Equipment,General,台时,595.58,595.58,595.58,595.58,1,CNY,136007.72,228.361,10,10,设备安装,起重运输设备,间歇式起重运输机械装置,门式起重机
KAME-ME-KARI-MEKA_MEKARIKA,白石棉（白石棉），6组，6-55、6-45、6-40、6-40M、6-30、6-20牌号,Material,General,吨,2081.56,2081.56,2081.56,2081.56,1,CNY,202.12,0.0971,10,10,建筑工程,桥梁与管道,各类工程,公路桥梁与高架桥与路堤的连接装置
MEPU-SA-KADX-KANE,稀释剂,Abstract Material,General,吨,71.92,71.92,71.92,71.92,1,CNY,0.13,0.0018,10,10,建筑工程,桥梁与管道,各类工程,跨径结构涂装
DXME-KARI-KAME_KAKANE,振动沉管机，偏心力矩46千克米，配备548马力液压站,Equipment,General,台时,1416.89,1416.89,1416.89,1416.89,1,CNY,1521.74,1.074,10,10,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
MEME-RI-MEME-KANE_KAKAKATO,双面覆膜桦木胶合板，两面表面光滑，III/III级，厚度21毫米,Material,General,立方米,5294.79,5294.79,5294.79,5294.79,1,CNY,1790.7,0.3382,10,10,建筑工程,混凝土和钢筋混凝土整体结构,梁、腰板、过梁、横梁,梁、过梁的建造
DXME-KASA-MEME_KAMERI,电力：消耗量22.88千瓦时/马力小时,Electricity,Electricity,机器运行时间,15.37,15.37,15.37,15.37,1,CNY,3510.38,228.361,10,10,设备安装,起重运输设备,间歇式起重运输机械装置,门式起重机
DXME-MEDX-KANE_KAMERI,泥浆泵，产量高达15立方米/小时，压力高达50米,Equipment,General,台时,2.62,2.62,2.62,2.62,1,CNY,47.1,17.99,10,10,建筑工程,桩基工程、沉井、地基加固,土壤加固,粘土溶液下沟槽的设置
DXME-KARI-KASA_SAKAKA,履带式宽抓斗，斗容达1立方米,Equipment,General,台时,787.48,787.48,787.48,787.48,1,CNY,25404.09,32.26,10,10,建筑工程,桩基工程、沉井、地基加固,土壤加固,粘土溶液下沟槽的设置
MEPU-PU-KAME-MELI_KAKAMERI,基于聚氨酯清漆和高分散性锌粉的底漆，通过空气中的水分固化,Material,General,千克,129.57,129.57,129.57,129.57,1,CNY,728.07,5.619,10,10,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
RITO-VO-KATO-MEME_KARISAPU,钢制平焊法兰，钢材牌号20，适用温度范围-30 °C至+300 °C，公称压力1.0 MPa，公称直径200毫米,Material,General,件,274.15,274.15,274.15,274.15,1,CNY,442.48,1.614,10,10,建筑工程,桩基工程、沉井、地基加固,沉井工程,采用液压机械化方式，使用抓斗起重机下放井筒并开挖土方
MEME-ME-KATO-KANE_KAKARISA,阔叶树（桦木）刨光板，自然湿度，长度4-6.5米，各种宽度，厚度25、32、40毫米，III级,Material,General,立方米,7473.53,7473.53,7473.53,7473.53,1,CNY,2908.7,0.3892,10,10,建筑工程,桩基工程、沉井、地基加固,沉井工程,采用液压机械化方式，使用抓斗起重机下放井筒并开挖土方
MEKA-ME-KARI-KARI_KAMEKARI,AD1N牌铝板，厚度0.5-2.0毫米,Material,General,千克,55.98,55.98,55.98,55.98,1,CNY,963.97,17.2206,10,10,建筑工程,隔热工程,隔热工程,高温表面隔热
KAME-LI-MESA-KAVO_KAKARIME,半圆头钢铆钉，直径4毫米，长度5毫米,Material,General,吨,73420.27,73420.27,73420.27,73420.27,1,CNY,97.28,0.0011,10,10,建筑工程,隔热工程,隔热工程,隔热框架与饰面
DXME-MERI-KAVO_MEKAME,悬挂式风扇喷雾器，水箱容量0.6立方米,Equipment,General,台时,11.32,11.32,11.32,11.32,1,CNY,11.78,1.041,10,10,建筑工程,绿化、防护林带,绿化,绿化带养护（操作规范）
KAME-LI-MELI-MERI,钢丝圆盘砂轮机用砂轮,Abstract Material,General,件,38.81,38.81,38.81,38.81,1,CNY,0.0,0.0,10,10,建筑工程,建筑物和构筑物改造工程,其他作业,接缝防水
RIPU-TO-KASA-KAME_KAMEKAME,聚氯乙烯衬套,Material,General,100个,645.83,645.83,645.83,645.83,1,CNY,2473.53,3.83,10,10,设备安装,工艺管道,自动化系统管道,塑料管和气动电缆的管道布线，KS-7和KS-14气动电缆连接盒
KASA-ME-KAVO-KANE,无砟桥面预制钢筋混凝土板,Abstract Material,General,立方米,2912.96,2912.96,2912.96,2912.96,1,CNY,291295.95,100.0,10,10,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,桥梁轨道铺设
KAME-ME-KAME-KADX_KAKARIME,通用石棉绳，型号：ShAON，直径：0.7毫米,Material,General,吨,193133.39,193133.39,193133.39,193133.39,1,CNY,2125.82,0.011,10,10,建筑工程,供暖——室内设备,供暖锅炉,安装燃固体燃料铸铁分段式供暖锅炉
KAVO-TO-MEME-KAME_KAKATORI,穿孔槽钢，钢材牌号为St3ps、St3sp，尺寸为60x35毫米,Material,General,米,43.76,43.76,43.76,43.76,1,CNY,156.54,3.577,10,10,设备安装,仪器、自动化设备和计算机技术,仪器和自动化设备安装结构,仪器安装结构
RIPU-TO-KASA-MEKA,聚合物转换器,Abstract Material,General,件,114.81,114.81,114.81,114.81,1,CNY,11481.04,100.0,10,10,建筑工程,室内管道,水表组件和水表（计数器）,安装公寓水表组件
KAME-TO-KASA-TOVO_KARIPUME,工业用二氯甲烷,Material,General,千克,16.48,16.48,16.48,16.48,1,CNY,181.33,11.003,10,10,建筑工程,室内管道,塑料管管道,压力聚乙烯管供水管道铺设
KAME-LI-MEDX-KAPU_KAKAMETO,聚异丁烯板材PSG,Material,General,吨,23407.62,23407.62,23407.62,23407.62,1,CNY,145.97,0.0062,10,10,建筑工程,建筑结构和设备防腐保护,粘合涂层,用2.5毫米厚的聚异丁烯板粘贴金属表面
MEVO-ME-KADX-KAME_KAKAMETO,钢制球形燃气阀，公称直径150毫米,Material,General,件,1988.65,1988.65,1988.65,1988.65,1,CNY,2267.07,1.14,10,10,建筑工程,干线和工业管道,截止阀门组装,天然气管道线性阀门组件
KAME-LI-MELI-MEKA_KAKAPUPU,用于管道切入的钢制冠状铣刀，钢材牌号 R6M5F3，直径 51 毫米,Material,General,件,1475.7,1475.7,1475.7,1475.7,1,CNY,811.64,0.55,10,10,建筑工程,供热与燃气管道——外部管网,城镇及村庄燃气管道,运行中天然气管道的断开与堵塞
RITO-SA-KARI-KARI_KAMEKARI,电焊直缝钢管，钢材牌号为St2、10，外径325毫米，壁厚8毫米,Material,General,米,587.25,587.25,587.25,587.25,1,CNY,91536.63,155.8722,10,10,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,水力机械化法土方工程
KALI-RI-KALI-MESA,钢管,Abstract Material,General,吨,23576.78,23576.78,23576.78,23576.78,1,CNY,16163.56,0.6856,10,10,建筑工程,桥梁与管道,预制基础上的排水管和排水沟,波纹金属涵管
MEME-RI-METO-KANE_KAKAMETO,地板护板，厚度40毫米,Material,General,平方米,93.62,93.62,93.62,93.62,1,CNY,1090.48,11.6474,10,10,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,为天然气和石油产品的主干管和工业管道挖掘和回填沟渠
KAME-ME-KAME-KASA_KAKAMENE,压制扁平角闪石水泥板，厚度10毫米,Material,General,平方米,58.81,58.81,58.81,58.81,1,CNY,3399.18,57.801,10,10,建筑工程,预制混凝土和钢筋混凝土结构,石棉水泥结构,填补隔墙中黄石棉水泥挤压板门洞上方空间
DXME-KADX-METO_SAKAPU,宽轨机车，功率达198千瓦（270马力）,Equipment,General,台时,878.94,878.94,878.94,878.94,1,CNY,23601.21,26.852,10,10,建筑工程,隧道和地铁,轨道装置,隧道轨道安装
DXME-KADX-MEKA_KAKASA,轨道矫正、垫轨、整轨机，产能2200-2400轨枕/小时,Equipment,General,台时,5019.8,5019.8,5019.8,5019.8,1,CNY,6810.2,1.3567,9,9,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道与道岔的矫正
KAME-LI-MESA-MEPU_KAMENELI,半圆头直槽自攻钢螺钉，尖头，直径 5 毫米，长度 50 毫米,Material,General,吨,18602.5,18602.5,18602.5,18602.5,1,CNY,10.42,0.0006,9,9,建筑工程,供水和排水系统——内部装置,供水与排水——内部装置,浴缸、洗脸盆、坐浴盆、淋浴底盘、淋浴房、斜坡、淋浴帘的安装
MELI-PU-KATO-KAME_KAKAKAVO,耐火铝硅酸盐火泥，型号MSh-28,Material,General,吨,3399.67,3399.67,3399.67,3399.67,1,CNY,415.52,0.1222,9,9,建筑工程,工业炉与烟囱,蒸汽动力锅炉的砌筑,用火泥制品砌筑
MEPU-PU-KAPU-KADX_KAKARIRI,搪瓷漆 KhV-785，彩色，白色,Material,General,吨,22593.33,22593.33,22593.33,22593.33,1,CNY,733.53,0.0325,9,9,建筑工程,建筑结构和设备防腐保护,涂料材料覆盖,涂刷已打底的混凝土和抹灰表面
RISA-RI-KAME-MEVO_KAKATOME,附加固定器，带固定夹，配标准长度支架,Material,General,件,319.39,319.39,319.39,319.39,1,CNY,5600.27,17.5344,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
KALI-RI-KANE-KATO_KAMEDXDX,镀锌钢立柱型材，尺寸75×50毫米，厚度0.6毫米,Material,General,米,12.65,12.65,12.65,12.65,1,CNY,2903.75,229.5,9,9,建筑工程,木结构,隔墙、墙面饰面、石膏板吊顶,在由导轨和立柱型材组成的单层金属框架上，采用单层石膏板进行墙面覆层
MEME-ME-KATO-KAME_KAKAKARI,针叶树（松木、云杉）刨光木条，尺寸60×30、75×50毫米，AB级,Material,General,立方米,5393.28,5393.28,5393.28,5393.28,1,CNY,575.37,0.1067,9,9,建筑工程,木结构,隔墙、墙面饰面、石膏板吊顶,在单层金属框架（采用天花板型材）上铺设单层或双层石膏板墙面
RITO-VO-KATO-KATO_KAKAKAME,锁紧螺母,Material,General,件,1.43,1.43,1.43,1.43,1,CNY,14.28,10.0,9,9,设备安装,电气设备,电力输送与电网,建筑物和构筑物内的布线网络
MENE-RI-KAME-KAME_KAKARIME,腐殖质,Material,General,立方米,225.86,225.86,225.86,225.86,1,CNY,744.34,3.2956,9,9,建筑工程,绿化、防护林带,绿化,草坪、花坛、高山植物园和岩石园的建造
PU_MEKAKA_KARIPU,人员：5人·时/机械·时,Operator,Operators,机器运行时间,192.92,192.92,192.92,192.92,1,CNY,836.86,4.3378,9,9,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,水力机械化法土方工程
DXME-KALI-KAVO_KARINE,电力：消耗量 1.82 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,1.22,1.22,1.22,1.22,1,CNY,75.37,61.7844,9,9,建筑工程,预制混凝土和钢筋混凝土结构,核电站建筑结构,核电站建筑预制钢筋混凝土墙板和楼板的安装
DXME-KALI-KAVO_KARINE,固定式砂浆搅拌机，容量500升,Equipment,General,台时,5.03,5.03,5.03,5.03,1,CNY,310.76,61.7844,9,9,建筑工程,预制混凝土和钢筋混凝土结构,核电站建筑结构,核电站建筑预制钢筋混凝土墙板和楼板的安装
DXME-MELI-KATO_KAPUSA,电力：消耗量 19.8 千瓦·小时/机器小时,Electricity,Electricity,机器运行时间,13.3,13.3,13.3,13.3,1,CNY,66.92,5.0311,9,9,设备安装,工艺管道,管道安装相关各类作业,管道焊接接头的热处理
DXME-MELI-KATO_KAPUSA,用于焊接接头热处理的电加热装置，功率75 kVA,Equipment,General,台时,42.9,42.9,42.9,42.9,1,CNY,215.82,5.0311,9,9,设备安装,工艺管道,管道安装相关各类作业,管道焊接接头的热处理
DXME-KAPU-KAME_KASAPU,自走式旋转钻井机，钻井深度达25米，钻孔直径150毫米,Equipment,General,台时,53.3,53.3,53.3,53.3,1,CNY,206.93,3.8822,9,9,建筑工程,钻爆作业,岩土的井孔爆破松动,在采石场和基坑中使用井下炸药疏松岩土
DXME-KAVO-MEME_SAMESA,汽车底盘上的科赫器，锅炉容量达8立方米,Equipment,General,台时,721.29,721.29,721.29,721.29,1,CNY,1824.06,2.5289,9,9,建筑工程,公路,基础与覆盖层的建造,非硬质道路服装
KAME-RI-KATO-KAME,聚合物-沥青粘结剂,Abstract Material,General,千克,5355.42,5355.42,5355.42,5355.42,1,CNY,18046242.39,3369.7125,9,9,建筑工程,公路,基础与覆盖层的建造,非硬质道路服装
RISA-RI-KAME-MEVO_KAKARIME,附加锁定装置KS-109，涂漆,Material,General,件,57.52,57.52,57.52,57.52,1,CNY,651.75,11.33,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
MEPU-RI-KARI-KAPU,清漆,Abstract Material,General,吨,150.14,150.14,150.14,150.14,1,CNY,2.59,0.0172,9,9,建筑工程,装修工程,油漆工程,涂覆与涂装：清漆及特种涂料
DXME-RIME-MEDX_KARITO,电力：消耗量 1.82 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,1.22,1.22,1.22,1.22,1,CNY,71.22,58.3833,9,9,建筑工程,公路,道路建设,道路防护栏
DXME-RIME-MEDX_KARITO,钢筋弯曲切割机，功率5.5千瓦,Equipment,General,台时,10.38,10.38,10.38,10.38,1,CNY,605.88,58.3833,9,9,建筑工程,公路,道路建设,道路防护栏
RIKA-RI-KAVO-KANE_KAKAMEME,钢制悬挂滚轮，承重0.5吨，绳索直径18毫米，滚轮直径120毫米,Material,General,件,489.34,489.34,489.34,489.34,1,CNY,10391.33,21.2356,9,9,设备安装,电气设备,电力输送与电网,建筑物和构筑物内的布线网络
DXME-RIME-KAME_KAMETO,电力：耗电量0.46千瓦时/机器小时,Electricity,Electricity,机器运行时间,0.31,0.31,0.31,0.31,1,CNY,0.09,0.28,9,9,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用改性环氧醇酸树脂涂料对工艺管道进行防腐保护
DXME-RIME-KAME_KAMETO,用于结构表面涂装的高压喷涂设备，功率2千瓦,Equipment,General,台时,2.29,2.29,2.29,2.29,1,CNY,0.64,0.28,9,9,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用改性环氧醇酸树脂涂料对工艺管道进行防腐保护
KADX-PU-KATO-KASA,铝合金窗框,Abstract Material,General,吨,2192.42,2192.42,2192.42,2192.42,1,CNY,192110.79,87.625,9,9,建筑工程,建筑金属结构,建筑物和构筑物的围护结构,窗框、彩绘玻璃、橱窗、门、大门
RISA-TO-KAVO-KAME_PUDXVOKA,钢筋混凝土轨枕ShP 350,Material,General,件,749.61,749.61,749.61,749.61,1,CNY,460094.04,613.7778,9,9,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道铺设与拆卸
RISA-ME-KARI-KAME_KAKARITO,"钢筋混凝土轨枕Sh5-DF，两侧采用螺钉-膨胀螺栓连接，型号W30 ""FOSSLO""",Material,General,套,1286.21,1286.21,1286.21,1286.21,1,CNY,789448.24,613.7778,9,9,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道铺设与拆卸
DXME-KADX-KADX_MEKATO,电力消耗：15.18千瓦时/小时,Electricity,Electricity,机器运行时间,10.2,10.2,10.2,10.2,1,CNY,136.25,13.36,9,9,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道铺设与拆卸
DXME-KADX-KADX_MEKATO,用于组装钢筋混凝土轨枕节段的生产线（车间设备）,Equipment,General,台时,246.89,246.89,246.89,246.89,1,CNY,3298.43,13.36,9,9,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道铺设与拆卸
DXME-RIME-RIRI_KAMEME,自动绳索切割机，绳索接收长度达21米,Equipment,General,台时,53.56,53.56,53.56,53.56,1,CNY,172.3,3.2167,9,9,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,永久冻土和岩石地基的开挖
KASA-ME-KARI-MEKA,管道用环形钢筋混凝土配重块,Abstract Material,General,套,4585.37,4585.37,4585.37,4585.37,1,CNY,4585.37,1.0,9,9,建筑工程,干线和工业管道,管道配重,用UTK型两半环形钢筋混凝土配重块对公称直径为300-1400毫米的管道进行配重
MEME-RI-METO-KATO,围栏板，实心,Abstract Material,General,平方米,17.0,17.0,17.0,17.0,1,CNY,1678.08,98.7222,9,9,建筑工程,木结构,木结构,企业、建筑物及设施场地围栏
DXME-KAVO-KAME_KAKATO,履带式摊铺机，最大摊铺宽度11米，摊铺速度可达25米/分钟，生产能力900吨/小时,Equipment,General,台时,769.84,769.84,769.84,769.84,1,CNY,2288.14,2.9722,9,9,建筑工程,公路,基础与覆盖层的建造,非硬质道路服装
DXME-KAVO-MEME_MEMEME,采用振动共振法破坏道路和机场水泥混凝土路面的机器,Equipment,General,台时,3245.45,3245.45,3245.45,3245.45,1,CNY,17925.69,5.5233,9,9,建筑工程,公路,基础与覆盖层的建造,非硬质道路服装
DXME-MEKA-KALI_KAKANE,用于从移动电站作业时采用推压法进行无沟槽管道铺设的设备，管道直径可达1620毫米，推压长度可达90米,Equipment,General,台时,133.6,133.6,133.6,133.6,1,CNY,34306.76,256.7778,9,9,建筑工程,供水管道——室外管网,无沟槽管道铺设,手工压实并开挖土方
KASA-ME-KAME-MESA,预制钢筋混凝土结构,Abstract Material,General,立方米,105.1,105.1,105.1,105.1,1,CNY,10509.75,100.0,9,9,建筑工程,预制混凝土和钢筋混凝土结构,谷物储存与加工企业的建设,谷物储存和加工企业建筑结构的安装
RISA-RI-KAME-RIME_MEKAKARI,不锈钢弦形夹，直径8毫米，尺寸134×31×48毫米,Material,General,件,34.59,34.59,34.59,34.59,1,CNY,1559.02,45.0678,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
DXME-METO-KAME_KARITO,组合清扫机，水箱容量13立方米，撒砂车车厢容量9立方米,Equipment,General,台时,291.33,291.33,291.33,291.33,1,CNY,222.38,0.7633,9,9,建筑工程,公路,基础与覆盖层的建造,硬质路面
KAVO-PU-KATO-KATO_KAKARISA,热轧周期性截面钢筋，A-II级，直径20-22毫米,Material,General,吨,7435.23,7435.23,7435.23,7435.23,1,CNY,1883.71,0.2533,9,9,建筑工程,公路,道路建设,道路防护栏
KAME-LI-MESA-MERI_MEKAMEPU,镀锌螺纹销钉，直径8-16毫米,Material,General,千克,14.06,14.06,14.06,14.06,1,CNY,203.09,14.4462,9,9,建筑工程,隧道和地铁,开放式工作方式,其他作业
MENE-RI-KARI-KASA,灌木苗,Abstract Material,General,件,83.94,81.83,100.77,81.83,2,CNY,15197.66,185.7143,9,9,建筑工程,绿化、防护林带,绿化,准备种植地点并成组种植灌木苗
